URL,Rank,Name,Year,Length,Rating,Genre,Description,iTunesURL
https://www.boxofficemojo.com/release/rl626624001/?ref_=bo_yld_table_11,11,The Help,2011,148.0,PG-13,Drama,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",https://itunes.apple.com/us/movie/the-help/id458062374?uo=4
https://www.boxofficemojo.com/release/rl3579610625/?ref_=bo_yld_table_13,13,Kung Fu Panda 2,2011,91.0,PG,Kids & Family,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",https://itunes.apple.com/us/movie/kung-fu-panda-2/id1335658404?uo=4
https://www.boxofficemojo.com/release/rl1434093057/?ref_=bo_yld_table_14,14,X-Men: First Class,2011,132.0,PG-13,Action & Adventure,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.",https://itunes.apple.com/us/movie/x-men-first-class/id446076340?uo=4
https://www.boxofficemojo.com/release/rl1214940673/?ref_=bo_yld_table_15,15,Puss in Boots,2011,91.0,PG,Kids & Family,"An outlaw cat, his childhood egg-friend and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor and regain the trust of his mother and town.",https://itunes.apple.com/us/movie/puss-in-boots/id1342831030?uo=4
https://www.boxofficemojo.com/release/rl292324865/?ref_=bo_yld_table_16,16,Rio,2011,97.0,PG,Kids & Family,"When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.",https://itunes.apple.com/us/movie/rio-2011/id433606356?uo=4
https://www.boxofficemojo.com/release/rl292587009/?ref_=bo_yld_table_17,17,The Smurfs,2011,103.0,PG,Comedy,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world into New York City.",https://itunes.apple.com/us/movie/the-smurfs/id464226962?uo=4
https://www.boxofficemojo.com/release/rl2255652353/?ref_=bo_yld_table_18,18,Super 8,2011,112.0,PG-13,Sci-Fi & Fantasy,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",https://itunes.apple.com/us/movie/super-8/id452178136?uo=4
https://www.boxofficemojo.com/release/rl3614344705/?ref_=bo_yld_table_19,19,Sherlock Holmes: A Game of Shadows,2011,129.0,PG-13,Action & Adventure,"Detective Sherlock Holmes is on the trail of criminal mastermind Professor Moriarty, who is carrying out a string of random crimes across Europe.",https://itunes.apple.com/us/movie/sherlock-holmes-a-game-of-shadows/id503347581?uo=4
https://www.boxofficemojo.com/release/rl3479864833/?ref_=bo_yld_table_20,20,Rango,2011,107.0,PG,Kids & Family,"Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.",https://itunes.apple.com/us/movie/rango/id428367901?uo=4
https://www.boxofficemojo.com/release/rl1365411329/?ref_=bo_yld_table_21,21,Mission: Impossible - Ghost Protocol,2011,134.0,PG-13,Action & Adventure,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.",https://itunes.apple.com/us/movie/mission-impossible-ghost-protocol/id501587325?uo=4
https://www.boxofficemojo.com/release/rl3042739713/?ref_=bo_yld_table_22,22,The King's Speech,2011,118.0,R,Drama,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",https://itunes.apple.com/us/movie/the-kings-speech/id1217954398?uo=4
https://www.boxofficemojo.com/release/rl576226817/?ref_=bo_yld_table_23,23,Horrible Bosses,2011,106.0,R,Comedy,Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.,https://itunes.apple.com/us/movie/horrible-bosses-totally-inappropriate-edition/id468625457?uo=4
https://www.boxofficemojo.com/release/rl1280804353/?ref_=bo_yld_table_24,24,Green Lantern,2011,114.0,PG-13,Action & Adventure,"Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.",https://itunes.apple.com/us/movie/green-lantern/id456443978?uo=4
https://www.boxofficemojo.com/release/rl391874049/?ref_=bo_yld_table_25,25,Hop,2011,95.0,PG,Kids & Family,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",https://itunes.apple.com/us/movie/hop/id443093653?uo=4
https://www.boxofficemojo.com/release/rl2624161281/?ref_=bo_yld_table_26,26,Paranormal Activity 3,2011,85.0,R,Horror,"In 1988, young sisters Katie and Kristi befriend an invisible entity who resides in their home.",https://itunes.apple.com/us/movie/paranormal-activity-3/id497111422?uo=4
https://www.boxofficemojo.com/release/rl2456520193/?ref_=bo_yld_table_27,27,Just Go with It,2011,117.0,PG-13,Comedy,"On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.",https://itunes.apple.com/us/movie/just-go-with-it/id433839216?uo=4
https://www.boxofficemojo.com/release/rl3564602881/?ref_=bo_yld_table_28,28,True Grit,2011,110.0,PG-13,Western,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,https://itunes.apple.com/us/movie/true-grit-2010/id417571722?uo=4
https://www.boxofficemojo.com/release/rl1515488769/?ref_=bo_yld_table_31,31,Gnomeo & Juliet,2011,85.0,G,Kids & Family,"Separated by a garden fence and a feud, are blue gnomes on one side and red gnomes on the other. This doesn't stop blue Gnomeo and red Juliet from falling in love with each other. Do they have a future together?",https://itunes.apple.com/us/movie/gnomeo-juliet/id421601856?uo=4
https://www.boxofficemojo.com/release/rl1247249921/?ref_=bo_yld_table_32,32,The Green Hornet,2011,119.0,PG-13,Action & Adventure,"Following the death of his father, Britt Reid, heir to his father's large company, teams up with his late dad's assistant Kato to become a masked crime fighting team.",https://itunes.apple.com/us/movie/the-green-hornet-2011/id425305936?uo=4
https://www.boxofficemojo.com/release/rl3713959425/?ref_=bo_yld_table_33,33,The Lion King,2011,89.0,G,Kids & Family,(2011 3D Release),https://itunes.apple.com/us/movie/the-lion-king/id442123718?uo=4
https://www.boxofficemojo.com/release/rl1766032897/?ref_=bo_yld_table_34,34,Alvin and the Chipmunks: Chipwrecked,2011,88.0,G,Kids & Family,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",https://itunes.apple.com/us/movie/alvin-and-the-chipmunks-chipwrecked/id491629330?uo=4
https://www.boxofficemojo.com/release/rl1515030017/?ref_=bo_yld_table_36,36,"Crazy, Stupid, Love.",2011,118.0,PG-13,Comedy,"A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",https://itunes.apple.com/us/movie/crazy-stupid-love/id457658502?uo=4
https://www.boxofficemojo.com/release/rl3225781761/?ref_=bo_yld_table_37,37,Battle Los Angeles,2011,116.0,PG-13,Action & Adventure,A squad of U.S. Marines becomes the last line of defense against a global invasion.,https://itunes.apple.com/us/movie/battle-los-angeles/id433762511?uo=4
https://www.boxofficemojo.com/release/rl779650561/?ref_=bo_yld_table_38,38,Immortals,2011,111.0,R,Action & Adventure,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",https://itunes.apple.com/us/movie/immortals/id502434207?uo=4
https://www.boxofficemojo.com/release/rl3445982721/?ref_=bo_yld_table_39,39,The Muppets,2011,105.0,PG,Kids & Family,A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.,https://itunes.apple.com/us/movie/the-muppets/id493429494?uo=4
https://www.boxofficemojo.com/release/rl880641537/?ref_=bo_yld_table_40,40,Zookeeper,2011,102.0,PG,Comedy,"A group of zoo animals decide to break their code of silence in order to help their lovable zookeeper find love, without opting to leave his current job for something more illustrious.",https://itunes.apple.com/us/movie/zookeeper/id464595712?uo=4
https://www.boxofficemojo.com/release/rl139232769/?ref_=bo_yld_table_41,41,Limitless,2011,105.0,PG-13,Thriller,"With the help of a mysterious pill that enables the user to access 100% of his brain's abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with many dangers.",https://itunes.apple.com/us/movie/limitless/id435942860?uo=4
https://www.boxofficemojo.com/release/rl1668777473/?ref_=bo_yld_table_42,42,Tower Heist,2011,104.0,PG-13,Comedy,"When a group of hard-working guys find out they've fallen victim to their wealthy employer's Ponzi scheme, they conspire to rob his high-rise residence.",https://itunes.apple.com/us/movie/tower-heist/id486012078?uo=4
https://www.boxofficemojo.com/release/rl3595208193/?ref_=bo_yld_table_43,43,Contagion,2011,106.0,PG-13,Thriller,"Healthcare professionals, government officials and everyday people find themselves in the midst of a pandemic as the CDC works to find a cure.",https://itunes.apple.com/us/movie/contagion/id479822231?uo=4
https://www.boxofficemojo.com/release/rl459638273/?ref_=bo_yld_table_44,44,Moneyball,2011,133.0,PG-13,Drama,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,https://itunes.apple.com/us/movie/moneyball/id480245702?uo=4
https://www.boxofficemojo.com/release/rl927434241/?ref_=bo_yld_table_45,45,Justin Bieber: Never Say Never,2011,105.0,G,Music Documentaries,This documentary follows Justin Bieber with some footage of performances from his 2010 concert tour.,https://itunes.apple.com/us/movie/justin-bieber-never-say-never/id425624519?uo=4
https://www.boxofficemojo.com/release/rl810452481/?ref_=bo_yld_table_46,46,Dolphin Tale,2011,113.0,PG,Kids & Family,A story centered on the friendship between a boy and a dolphin whose tail was lost in a crab trap.,https://itunes.apple.com/us/movie/dolphin-tale/id472779585?uo=4
https://www.boxofficemojo.com/release/rl2388297217/?ref_=bo_yld_table_47,47,Jack and Jill,2011,91.0,PG,Comedy,"Family guy, Jack Sadelstein, prepares for the annual event he always dreads--the Thanksgiving visit of his fraternal twin sister, the needy, and passive-aggressive Jill, who then refuses to leave.",https://itunes.apple.com/us/movie/jack-and-jill/id494221745?uo=4
https://www.boxofficemojo.com/release/rl878020097/?ref_=bo_yld_table_48,48,No Strings Attached,2011,108.0,R,Comedy,"A guy and girl try to keep their relationship strictly physical, but it's not long before they learn that they want something more.",https://itunes.apple.com/us/movie/no-strings-attached/id418843350?uo=4
https://www.boxofficemojo.com/release/rl4234511873/?ref_=bo_yld_table_49,49,Mr. Popper's Penguins,2011,95.0,PG,Kids & Family,"The life of a businessman begins to change after he inherits six penguins, and as he transforms his apartment into a winter wonderland, his professional side starts to unravel.",https://itunes.apple.com/us/movie/mr-poppers-penguins/id452104118?uo=4
https://www.boxofficemojo.com/release/rl2286388737/?ref_=bo_yld_table_50,50,Black Swan,2011,109.0,R,Drama,"A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake"".",https://itunes.apple.com/us/movie/black-swan/id407742758?uo=4
https://www.boxofficemojo.com/release/rl929203713/?ref_=bo_yld_table_51,51,Little Fockers,2011,98.0,PG-13,Comedy,"Family-patriarch Jack Byrnes wants to appoint a successor. Does his son-in-law, the male nurse Greg Focker, have what it takes?",https://itunes.apple.com/us/movie/little-fockers/id422852741?uo=4
https://www.boxofficemojo.com/release/rl1849722369/?ref_=bo_yld_table_53,53,The Adjustment Bureau,2011,106.0,PG-13,Action & Adventure,The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.,https://itunes.apple.com/us/movie/the-adjustment-bureau/id434628870?uo=4
https://www.boxofficemojo.com/release/rl2086045185/?ref_=bo_yld_table_54,54,Happy Feet Two,2011,100.0,PG,Kids & Family,"Mumble's son, Erik, is struggling to realize his talents in the Emperor Penguin world. Meanwhile, Mumble and his family and friends discover a new threat their home -- one that will take everyone working together to save them.",https://itunes.apple.com/us/movie/happy-feet-two/id489020554?uo=4
https://www.boxofficemojo.com/release/rl2121827841/?ref_=bo_yld_table_55,55,Water for Elephants,2011,121.0,PG-13,Drama,"Set in the 1930s, a former veterinary student takes a job in a travelling circus and falls in love with the ringmaster's wife.",https://itunes.apple.com/us/movie/water-for-elephants/id437452755?uo=4
https://www.boxofficemojo.com/release/rl3831399937/?ref_=bo_yld_table_56,56,The Lincoln Lawyer,2011,118.0,R,Thriller,A lawyer defending a wealthy man begins to believe his client is guilty of more than just one crime.,https://itunes.apple.com/us/movie/the-lincoln-lawyer/id429359187?uo=4
https://www.boxofficemojo.com/release/rl2825029121/?ref_=bo_yld_table_57,57,Midnight in Paris,2011,94.0,PG-13,Comedy,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",https://itunes.apple.com/us/movie/midnight-in-paris/id485597050?uo=4
https://www.boxofficemojo.com/release/rl810911233/?ref_=bo_yld_table_58,58,Friends with Benefits,2011,109.0,R,Comedy,"A young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications.",https://itunes.apple.com/us/movie/friends-with-benefits/id463104305?uo=4
https://www.boxofficemojo.com/release/rl4033906177/?ref_=bo_yld_table_60,60,Source Code,2011,93.0,PG-13,Sci-Fi & Fantasy,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train within 8 minutes.,https://itunes.apple.com/us/movie/source-code/id435247436?uo=4
https://www.boxofficemojo.com/release/rl1213433345/?ref_=bo_yld_table_61,61,The Fighter,2011,116.0,R,Drama,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",https://itunes.apple.com/us/movie/the-fighter-2010/id414208081?uo=4
https://www.boxofficemojo.com/release/rl4000810497/?ref_=bo_yld_table_62,62,TRON: Legacy,2011,126.0,PG,Sci-Fi & Fantasy,The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.,https://itunes.apple.com/us/movie/tron-legacy/id414711948?uo=4
https://www.boxofficemojo.com/release/rl3428550145/?ref_=bo_yld_table_63,63,Insidious,2011,103.0,PG-13,Horror,A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,https://itunes.apple.com/us/movie/insidious/id444096252?uo=4
https://www.boxofficemojo.com/release/rl1331725825/?ref_=bo_yld_table_64,64,Madea's Big Happy Family,2011,106.0,PG-13,Comedy,"The crazy and comical Mabel Simmons, otherwise known as Madea, tries to wrangle her fighting family together for a family dinner regarding the health of her niece Shirley.",https://itunes.apple.com/us/movie/tyler-perrys-madeas-big-happy-family/id441688860?uo=4
https://www.boxofficemojo.com/release/rl3125773825/?ref_=bo_yld_table_65,65,Diary of a Wimpy Kid: Rodrick Rules,2011,100.0,PG,Kids & Family,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",https://itunes.apple.com/us/movie/diary-of-a-wimpy-kid-rodrick-rules/id429851377?uo=4
https://www.boxofficemojo.com/release/rl1985119745/?ref_=bo_yld_table_66,66,Footloose,2011,114.0,PG-13,Drama,(2011 Re-release),https://itunes.apple.com/us/movie/footloose-2011/id480086254?uo=4
https://www.boxofficemojo.com/release/rl55870977/?ref_=bo_yld_table_67,67,The Girl with the Dragon Tattoo,2011,158.0,R,Action & Adventure,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",https://itunes.apple.com/us/movie/the-girl-with-the-dragon-tattoo/id503700033?uo=4
https://www.boxofficemojo.com/release/rl2438497793/?ref_=bo_yld_table_68,68,Hugo,2011,127.0,PG,Kids & Family,"In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton.",https://itunes.apple.com/us/movie/hugo/id496709723?uo=4
https://www.boxofficemojo.com/release/rl2406254081/?ref_=bo_yld_table_69,69,The Dilemma,2011,111.0,PG-13,Comedy,A man discovers that his best friend's wife is having an affair.,https://itunes.apple.com/us/movie/the-dilemma/id428014666?uo=4
https://www.boxofficemojo.com/release/rl2671937025/?ref_=bo_yld_table_70,70,Arthur Christmas,2011,98.0,PG,Kids & Family,Santa's clumsy son Arthur sets out on a mission with Grandsanta to give out a present they misplaced to a young girl in less than two hours.,https://itunes.apple.com/us/movie/arthur-christmas/id548928094?uo=4
https://www.boxofficemojo.com/release/rl1062635009/?ref_=bo_yld_table_71,71,Hall Pass,2011,112.0,R,Comedy,"Rick and Fred, two husbands who are having difficulty in their marriages, are given a Hall Pass by their wives: for one week, they can do whatever they want.",https://itunes.apple.com/us/movie/hall-pass-enlarged-edition/id439239986?uo=4
https://www.boxofficemojo.com/release/rl963085825/?ref_=bo_yld_table_72,72,New Year's Eve,2011,118.0,PG-13,Romance,The lives of several couples and singles in New York City intertwine over the course of New Year's Eve.,https://itunes.apple.com/us/movie/new-years-eve/id494815653?uo=4
https://www.boxofficemojo.com/release/rl2272298497/?ref_=bo_yld_table_73,73,Soul Surfer,2011,106.0,PG,Drama,Teenage surfer Bethany Hamilton overcomes the odds and her own fears of returning to the water after losing her left arm in a shark attack.,https://itunes.apple.com/us/movie/soul-surfer/id440742259?uo=4
https://www.boxofficemojo.com/release/rl3832841729/?ref_=bo_yld_table_74,74,The Adventures of Tintin,2011,107.0,PG,Kids & Family,Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.,https://itunes.apple.com/us/movie/the-adventures-of-tintin/id495058155?uo=4
https://www.boxofficemojo.com/release/rl2793047553/?ref_=bo_yld_table_75,75,Yogi Bear,2011,80.0,PG,Action & Adventure,"A documentary filmmaker travels to Jellystone Park to shoot a project and soon crosses paths with Yogi Bear, his sidekick Boo-Boo and Ranger Smith.",https://itunes.apple.com/us/movie/yogi-bear/id414143221?uo=4
https://www.boxofficemojo.com/release/rl2991818241/?ref_=bo_yld_table_76,76,Final Destination 5,2011,92.0,R,Horror,Death returns to claim the lucky survivors of a deadly bridge collapse in this fifth frightening installment in the series.,https://itunes.apple.com/us/movie/final-destination-5/id465750141?uo=4
https://www.boxofficemojo.com/release/rl794527233/?ref_=bo_yld_table_77,77,The Ides of March,2011,101.0,R,Drama,An idealistic staffer for a new presidential candidate gets a crash course on dirty politics during his stint on the campaign trail.,https://itunes.apple.com/us/movie/the-ides-of-march/id482275337?uo=4
https://www.boxofficemojo.com/release/rl525764097/?ref_=bo_yld_table_78,78,Hanna,2011,111.0,PG-13,Thriller,"A sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across Europe, tracked by a ruthless intelligence agent and her operatives.",https://itunes.apple.com/us/movie/hanna/id447296531?uo=4
https://www.boxofficemojo.com/release/rl980256257/?ref_=bo_yld_table_79,79,Tangled,2011,102.0,PG,Kids & Family,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",https://itunes.apple.com/us/movie/tangled/id409247101?uo=4
https://www.boxofficemojo.com/release/rl1232111105/?ref_=bo_yld_table_80,80,Something Borrowed,2011,113.0,PG-13,Comedy,"Friendships are tested and secrets come to the surface when terminally single Rachel falls for Dex, her best friend Darcy's fiancé.",https://itunes.apple.com/us/movie/something-borrowed/id440936982?uo=4
https://www.boxofficemojo.com/release/rl1953728001/?ref_=bo_yld_table_81,81,Spy Kids 4: All the Time in the World,2011,88.0,PG,Kids & Family,"A retired spy is called back into action, and to bond with her new step-children, she invites them along for the adventure to stop the evil Timekeeper from taking over the world.",https://itunes.apple.com/us/movie/spy-kids-all-the-time-in-the-world/id1217954110?uo=4
https://www.boxofficemojo.com/release/rl340755969/?ref_=bo_yld_table_82,82,The Descendants,2011,115.0,R,Drama,A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.,https://itunes.apple.com/us/movie/the-descendants/id485148916?uo=4
https://www.boxofficemojo.com/release/rl3362752001/?ref_=bo_yld_table_83,83,Scream 4,2011,111.0,PG-13,Horror,"Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.",https://itunes.apple.com/us/movie/scream-4/id1217957345?uo=4
https://www.boxofficemojo.com/release/rl21464577/?ref_=bo_yld_table_84,84,"Big Mommas: Like Father, Like Son",2011,107.0,PG-13,Comedy,Malcolm Turner and his stepson Trent go undercover at an all-girls school to flush out a killer.,https://itunes.apple.com/us/movie/big-mommas-like-father-like-son/id417340327?uo=4
https://www.boxofficemojo.com/release/rl1601013249/?ref_=bo_yld_table_85,85,Red Riding Hood,2011,100.0,PG-13,Sci-Fi & Fantasy,"Set in a medieval village that is haunted by a werewolf, a young girl falls for an orphaned woodcutter, much to her family's displeasure.",https://itunes.apple.com/us/movie/red-riding-hood/id430118851?uo=4
https://www.boxofficemojo.com/release/rl3328804353/?ref_=bo_yld_table_86,86,Paul,2011,108.0,PG-13,Drama,Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51.,https://itunes.apple.com/us/movie/paul-apostle-of-christ/id1358794478?uo=4
https://www.boxofficemojo.com/release/rl4201416193/?ref_=bo_yld_table_87,87,The Roommate,2011,91.0,PG-13,Thriller,"When college freshman Sara arrives on campus for the first time, she befriends her roommate, Rebecca, unaware that the girl is becoming dangerously obsessed with her.",https://itunes.apple.com/us/movie/the-roommate-2011/id427066287?uo=4
https://www.boxofficemojo.com/release/rl2638644737/?ref_=bo_yld_table_88,88,We Bought a Zoo,2011,124.0,PG,Kids & Family,"Set in Southern California, a father moves his young family to the countryside to renovate and re-open a struggling zoo.",https://itunes.apple.com/us/movie/we-bought-a-zoo/id496144170?uo=4
https://www.boxofficemojo.com/release/rl2807924225/?ref_=bo_yld_table_89,89,Jumping the Broom,2011,112.0,PG-13,Comedy,Two very different families converge on Martha's Vineyard one weekend for a wedding.,https://itunes.apple.com/us/movie/jumping-the-broom/id446883170?uo=4
https://www.boxofficemojo.com/release/rl3007415809/?ref_=bo_yld_table_91,91,30 Minutes or Less,2011,83.0,R,Comedy,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and inform him that he has mere hours to rob a bank or else...",https://itunes.apple.com/us/movie/30-minutes-or-less/id472381942?uo=4
https://www.boxofficemojo.com/release/rl3882321409/?ref_=bo_yld_table_92,92,In Time,2011,110.0,PG-13,Sci-Fi & Fantasy,"In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system.",https://itunes.apple.com/us/movie/in-time/id476869088?uo=4
https://www.boxofficemojo.com/release/rl3277489665/?ref_=bo_yld_table_94,94,J. Edgar,2011,137.0,R,Drama,"J. Edgar Hoover, powerful head of the F.B.I. for nearly fifty years, looks back on his professional and personal life.",https://itunes.apple.com/us/movie/j-edgar/id493155245?uo=4
https://www.boxofficemojo.com/release/rl1165133313/?ref_=bo_yld_table_95,95,Sucker Punch,2011,110.0,PG-13,Action & Adventure,A young girl institutionalized by her abusive stepfather retreats to an alternative reality as a coping strategy and envisions a plan to help her escape.,https://itunes.apple.com/us/movie/sucker-punch-2011/id432269939?uo=4
https://www.boxofficemojo.com/release/rl1616872961/?ref_=bo_yld_table_97,97,Larry Crowne,2011,99.0,PG-13,Romance,"After losing his job, a middle-aged man reinvents himself by going back to college.",https://itunes.apple.com/us/movie/larry-crowne/id471664732?uo=4
https://www.boxofficemojo.com/release/rl3946939905/?ref_=bo_yld_table_98,98,50/50,2011,100.0,R,Comedy,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",https://itunes.apple.com/us/movie/50-50/id503110426?uo=4
https://www.boxofficemojo.com/release/rl1213629953/?ref_=bo_yld_table_99,99,A Very Harold & Kumar Christmas,2011,90.0,R,Comedy,"Six years after their Guantanamo Bay adventure, stoner buds Harold Lee and Kumar Patel cause a holiday fracas by inadvertently burning down Harold's father-in-law's prize Christmas tree.",https://itunes.apple.com/us/movie/a-very-harold-kumar-christmas/id484695909?uo=4
